Part Type,Manufacturer,Part Name,HEM,In Shop,Price,Sell Price,Level,Level %,Steam Version,Platform Lock,Lighting,Type,No Fan,Air Flow,AM4,LGA 1151 (Skylake),LGA 1151 (Kaby Lake),LGA 1151 (Coffee Lake),LGA 1200,TR4,sTRX4,LGA 2066,AM3+,FM2,FM2+,LGA 2011-V3,LGA 2566,LGA 3647-V1,LGA 3647-V3,LGA 4189,LGA 4189 (2P),LGA 4926,LGA 5903,SP3r1,SP3r2,SP6,LGA 3647-V3 (2P),LGA 3647-V3 (4P),LGA 3647-V3 (8P),LGA 4926 (2P),LGA 5903 (2P),SP3r1 (2P),SP3r2 (2P),SP6 (2P),CPU Socket List,CPU Socket List (HEM),Height,Size,Slots,Thickness,Air Pressure,DLC2 Random Jobs,Exclude From Random Jobs,Asset Path,Full Part Name
CPU Cooler - Liquid,InWin,SR36 PRO,,Y,160,53,30,1,1.11,,RGB,Liquid Cooler,,150.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,Y,Y,Y,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, TR4, sTRX4,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, LGA 2566, TR4, sTRX4, SP3r1, SP3r2, SP6,",100,360.0,3.0,0.27,,,,v1_11_0/Prefabs/CoolingSystems/LiquidCoolers/InWin/LC_Inwin_SR36_Pro_AIO,InWin SR36 PRO,InWin SR36 PRO
CPU Cooler - Liquid,MSI,MAG Coreliquid 240R,,Y,110,37,24,1,1.10.5,,RGB,Liquid Cooler,,110.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,Y,Y,Y,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, TR4, sTRX4,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, TR4, sTRX4, SP3r1, SP3r2, SP6,",48,240.0,2.0,0.269,,,,v1_10_0/Prefabs/CoolingSystems/LiquidCoolers/MSI/LC_MSI_MAG_CoreLiquid_240R,MSI MAG Coreliquid 240R,MSI MAG Coreliquid 240R
CPU Cooler - Liquid,MSI,MAG Coreliquid 360R,,Y,140,47,24,1,1.10.5,,RGB,Liquid Cooler,,150.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,Y,Y,Y,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, TR4, sTRX4,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, TR4, sTRX4, SP3r1, SP3r2, SP6,",48,360.0,3.0,0.269,,,,v1_10_0/Prefabs/CoolingSystems/LiquidCoolers/MSI/LC_MSI_MAG_CoreLiquid_360R,MSI MAG Coreliquid 360R,MSI MAG Coreliquid 360R
CPU Cooler - Liquid,NZXT,Kraken M22,,Y,100,33,9,1,1.0,,RGB,Liquid Cooler,,75.0,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,,,,,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, LGA 2566, LGA 3647-V1, LGA 3647-V3, LGA 4189, LGA 4926,",48,120.0,1.0,0.287,,,Y,Prefabs/CoolingSystems/LiquidCoolers/NZXT/NZXT_Kraken_M22_Radiator,NZXT Kraken M22,NZXT Kraken M22
CPU Cooler - Liquid,NZXT,Kraken X42,,Y,130,43,9,1,1.0,,RGB,Liquid Cooler,,90.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,,Y,Y,Y,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, TR4, sTRX4,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, LGA 2566, TR4, sTRX4, LGA 3647-V1, LGA 3647-V3, LGA 4189, LGA 4926, SP3r1, SP3r2, SP6,",53,140.0,1.0,0.273,2.71,,Y,Prefabs/CoolingSystems/LiquidCoolers/NZXT/NZXT_Kraken_X42_Radiator,NZXT Kraken X42,NZXT Kraken X42
CPU Cooler - Liquid,NZXT,Kraken X52,,Y,150,50,9,25,1.0,,RGB,Liquid Cooler,,110.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,,Y,Y,Y,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, TR4, sTRX4,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, LGA 2566, TR4, sTRX4, LGA 3647-V1, LGA 3647-V3, LGA 4189, LGA 4926, SP3r1, SP3r2, SP6,",53,240.0,2.0,0.273,2.93,,,Prefabs/CoolingSystems/LiquidCoolers/NZXT/NZXT_Kraken_X52_Radiator,NZXT Kraken X52,NZXT Kraken X52
CPU Cooler - Liquid,NZXT,Kraken X53,,Y,150,50,12,70,1.10,PC,RGB,Liquid Cooler,,110.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,,Y,Y,Y,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, TR4, sTRX4,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, LGA 2566, TR4, sTRX4, LGA 3647-V1, LGA 3647-V3, LGA 4189, LGA 4926, SP3r1, SP3r2, SP6,",52,240.0,2.0,0.294,,,,v1_10_0/Prefabs/CoolingSystems/LiquidCoolers/NZXT/LC_NZXT_Kraken_X53,NZXT Kraken X53,NZXT Kraken X53
CPU Cooler - Liquid,NZXT,Kraken X62,,Y,160,53,10,30,1.0,,RGB,Liquid Cooler,,130.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,,Y,Y,Y,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, TR4, sTRX4,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, LGA 2566, TR4, sTRX4, LGA 3647-V1, LGA 3647-V3, LGA 4189, LGA 4926, SP3r1, SP3r2, SP6,",53,280.0,2.0,0.268,2.71,,,Prefabs/CoolingSystems/LiquidCoolers/NZXT/NZXT_Kraken_X62_Radiator,NZXT Kraken X62,NZXT Kraken X62
CPU Cooler - Liquid,NZXT,Kraken X63,,Y,170,57,12,70,1.10,PC,RGB,Liquid Cooler,,130.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,,Y,Y,Y,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, TR4, sTRX4,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, LGA 2566, TR4, sTRX4, LGA 3647-V1, LGA 3647-V3, LGA 4189, LGA 4926, SP3r1, SP3r2, SP6,",52,280.0,2.0,0.296,,,,v1_10_0/Prefabs/CoolingSystems/LiquidCoolers/NZXT/LC_NZXT_Kraken_X63,NZXT Kraken X63,NZXT Kraken X63
CPU Cooler - Liquid,NZXT,Kraken X72,,Y,200,67,10,50,1.0,,RGB,Liquid Cooler,,150.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,,Y,Y,Y,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, TR4, sTRX4,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, LGA 2566, TR4, sTRX4, LGA 3647-V1, LGA 3647-V3, LGA 4189, LGA 4926, SP3r1, SP3r2, SP6,",53,360.0,3.0,0.263,,,Y,Prefabs/CoolingSystems/LiquidCoolers/NZXT/NZXT_Kraken_X72_Radiator,NZXT Kraken X72,NZXT Kraken X72
CPU Cooler - Liquid,NZXT,Kraken X73,,Y,210,70,12,70,1.10,PC,RGB,Liquid Cooler,,150.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,,Y,Y,Y,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, TR4, sTRX4,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, LGA 2566, TR4, sTRX4, LGA 3647-V1, LGA 3647-V3, LGA 4189, LGA 4926, SP3r1, SP3r2, SP6,",52,360.0,3.0,0.294,,,,v1_10_0/Prefabs/CoolingSystems/LiquidCoolers/NZXT/LC_NZXT_Kraken_X73,NZXT Kraken X73,NZXT Kraken X73
CPU Cooler - Liquid,NZXT,Kraken Z63,,Y,250,83,12,40,1.7,PC,PurpleBlue,Liquid Cooler,,130.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,,Y,Y,Y,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, TR4, sTRX4,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, LGA 2566, TR4, sTRX4, LGA 3647-V1, LGA 3647-V3, LGA 4189, LGA 4926, SP3r1, SP3r2, SP6,",52,280.0,2.0,0.29,,,,v1_7_0/Prefabs/CoolingSystems/LiquidCoolers/NZXT/LC_NZXT_Kraken_Z63,NZXT Kraken Z63,NZXT Kraken Z63
CPU Cooler - Liquid,NZXT,Kraken Z73,,Y,310,103,12,40,1.7,PC,PurpleBlue,Liquid Cooler,,150.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,,Y,Y,Y,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, TR4, sTRX4,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, LGA 2566, TR4, sTRX4, LGA 3647-V1, LGA 3647-V3, LGA 4189, LGA 4926, SP3r1, SP3r2, SP6,",52,360.0,3.0,0.255,,,,v1_7_0/Prefabs/CoolingSystems/LiquidCoolers/NZXT/LC_NZXT_Kraken_Z73,NZXT Kraken Z73,NZXT Kraken Z73
CPU Cooler - Liquid,Raijintek,EOS 240,,Y,100,33,27,1,1.8,PC,RGB,Liquid Cooler,,95.0,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, LGA 2566,",120,240.0,2.0,0.296,,,,v1_8_0/Prefabs/CoolingSystems/LiquidCoolers/Raijintek/LC_Raijintek_EOS_240,Raijintek EOS 240,Raijintek EOS 240
CPU Cooler - Liquid,Raijintek,EOS 240 RBW,,Y,110,37,27,1,1.14,PC,RGB,Liquid Cooler,,95.0,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, LGA 2566,",120,240.0,2.0,0.296,,,,v1_14_0/Prefabs/CoolingSystems/Liquid Coolers/RAIJINTEK/LC_RAIJINTEK_EOS_240_RBW,Raijintek EOS 240 RBW,Raijintek EOS 240 RBW
CPU Cooler - Liquid,Raijintek,EOS 360,,Y,140,47,27,1,1.8,PC,RGB,Liquid Cooler,,130.0,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, LGA 2566,",120,360.0,3.0,0.296,,,,v1_8_0/Prefabs/CoolingSystems/LiquidCoolers/Raijintek/LC_Raijintek_EOS_360,Raijintek EOS 360,Raijintek EOS 360
CPU Cooler - Liquid,Raijintek,EOS 360 RBW,,Y,150,50,27,1,1.14,PC,RGB,Liquid Cooler,,130.0,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, LGA 2566,",120,360.0,3.0,0.296,,,,v1_14_0/Prefabs/CoolingSystems/Liquid Coolers/RAIJINTEK/LC_RAIJINTEK_EOS_360_RBW,Raijintek EOS 360 RBW,Raijintek EOS 360 RBW
CPU Cooler - Liquid,Raijintek,ORCUS 120 RBW,,Y,140,47,29,60,1.3,PC,RGB,Liquid Cooler,,90.0,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, LGA 2566,",120,120.0,1.0,0.467,,,,Prefabs/CoolingSystems/LiquidCoolers/Raijintek/LC_Raijintek_Orcus_120,Raijintek ORCUS 120 RBW,Raijintek ORCUS 120 RBW
CPU Cooler - Liquid,Raijintek,ORCUS 140 RBW,,Y,150,50,29,60,1.3,PC,RGB,Liquid Cooler,,75.0,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, LGA 2566,",138,140.0,1.0,0.481,,,,Prefabs/CoolingSystems/LiquidCoolers/Raijintek/LC_Raijintek_Orcus_140,Raijintek ORCUS 140 RBW,Raijintek ORCUS 140 RBW
CPU Cooler - Liquid,Raijintek,ORCUS 240,,Y,104,35,24,50,1.0,,RGB,Liquid Cooler,,110.0,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,,,,,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, LGA 2566, LGA 3647-V1, LGA 3647-V3, LGA 4189, LGA 4926,",33,240.0,2.0,0.468,,,,Prefabs/CoolingSystems/LiquidCoolers/Raijintek/Raijintek_Orcus_240,Raijintek ORCUS 240,Raijintek ORCUS 240
CPU Cooler - Liquid,Raijintek,ORCUS 280 RBW,,Y,170,57,29,60,1.3,PC,RGB,Liquid Cooler,,110.0,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, LGA 2566,",138,280.0,2.0,0.487,,,,Prefabs/CoolingSystems/LiquidCoolers/Raijintek/LC_Raijintek_Orcus_280,Raijintek ORCUS 280 RBW,Raijintek ORCUS 280 RBW
CPU Cooler - Liquid,Raijintek,ORCUS 360 RBW,,Y,200,67,29,60,1.3,PC,RGB,Liquid Cooler,,130.0,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, LGA 2566,",120,360.0,3.0,0.466,,,,Prefabs/CoolingSystems/LiquidCoolers/Raijintek/LC_Raijintek_Orcus_360,Raijintek ORCUS 360 RBW,Raijintek ORCUS 360 RBW
CPU Cooler - Liquid,SilverStone,PF120-ARGB,,Y,120,40,25,30,1.6,,RGB,Liquid Cooler,,70.0,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, LGA 2566,",40,120.0,1.0,0.269,,,,Prefabs/CoolingSystems/LiquidCoolers/SilverStone/LC_SilverStone_PF_120_ARGB,SilverStone PF120-ARGB,SilverStone PF120-ARGB
CPU Cooler - Liquid,SilverStone,PF240-ARGB,,Y,150,50,25,30,1.6,,RGB,Liquid Cooler,,105.0,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, LGA 2566,",40,240.0,2.0,0.269,,,,Prefabs/CoolingSystems/LiquidCoolers/SilverStone/LC_SilverStone_PF_240_ARGB,SilverStone PF240-ARGB,SilverStone PF240-ARGB
CPU Cooler - Liquid,SilverStone,PF240W-ARGB,,Y,100,33,25,30,1.15,,RGB,Liquid Cooler,,105.0,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066,",40,240.0,2.0,0.269,,,,v1_15_0/Prefabs/CoolerSystems/Liquid Coolers/SilverStone/LC_SilverStone_PF_240_ARGB_MS_white,SilverStone PF240W-ARGB,SilverStone PF240W-ARGB
CPU Cooler - Liquid,SilverStone,PF360-ARGB,,Y,180,60,25,30,1.6,,RGB,Liquid Cooler,,145.0,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, LGA 2566,",40,360.0,3.0,0.269,,,,Prefabs/CoolingSystems/LiquidCoolers/SilverStone/LC_SilverStone_PF_360_ARGB,SilverStone PF360-ARGB,SilverStone PF360-ARGB
CPU Cooler - Liquid,SilverStone,PF360W-ARGB,,Y,130,43,25,30,1.15,,RGB,Liquid Cooler,,145.0,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066,",40,360.0,3.0,0.269,,,,v1_15_0/Prefabs/CoolerSystems/Liquid Coolers/SilverStone/LC_SilverStone_PF_360_ARGB_MS_white,SilverStone PF360W-ARGB,SilverStone PF360W-ARGB
CPU Cooler - Liquid,SilverStone,TD02-LITE,,Y,85,28,25,10,1.0,,,Liquid Cooler,,110.0,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, LGA 2566,",38,240.0,2.0,0.289,,,,Prefabs/CoolingSystems/LiquidCoolers/SilverStone/Heatsink_TD02-Lite,SilverStone TD02-LITE,SilverStone TD02-LITE
CPU Cooler - Liquid,SilverStone,TD02-SLIM,,Y,75,25,25,1,1.0,,,Liquid Cooler,,105.0,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, LGA 2566,",40,240.0,2.0,0.191,,,,Prefabs/CoolingSystems/LiquidCoolers/SilverStone/Heatsink_TD02-E_Slim,SilverStone TD02-SLIM,SilverStone TD02-SLIM
CPU Cooler - Liquid,SilverStone,TD03-LITE,,Y,70,23,25,30,1.0,,,Liquid Cooler,,70.0,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, LGA 2566,",38,120.0,1.0,0.288,,,,Prefabs/CoolingSystems/LiquidCoolers/SilverStone/Heatsink_TD03_LITE,SilverStone TD03-LITE,SilverStone TD03-LITE
CPU Cooler - Liquid,SilverStone,TD03-SLIM,,Y,70,23,25,20,1.0,,,Liquid Cooler,,67.0,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, LGA 2566,",40,120.0,1.0,0.191,,,,Prefabs/CoolingSystems/LiquidCoolers/SilverStone/Heatsink_TD03-SLIM,SilverStone TD03-SLIM,SilverStone TD03-SLIM
CPU Cooler - Liquid,Thermaltake,TH240 ARGB Sync,,Y,100,33,31,1,1.15,,RGB,Liquid Cooler,,105.0,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066,",40,240.0,2.0,0.269,1.31,,,v1_15_0/Prefabs/CoolerSystems/Liquid Coolers/Thermaltake/LC_Thermaltake_TH240_ARGB_Sync_AIO,Thermaltake TH240 ARGB Sync,Thermaltake TH240 ARGB Sync
